url_documento,origem_documento,tipo_documento,data_documento,num_lesgislacao,topico_texto,documento_texto
https://conteudos.xpi.com.br/economia/reforma-tributaria-o-que-muda,XP Investimentos,Perguntas e Respostas,06/05/2024,,A alíquota zero é prevista para que situações?,"Cesta básica nacional com possibilidade de regionalização, a ser definida por lei complementar. Atualmente, cada estado tem sua composição;
Medicamentos para tratamento de doenças graves;
Serviços de educação de ensino superior: Prouni;
Pessoas físicas que desempenhem atividades agropecuárias, pesqueiras, florestais e extrativistas vegetais in natura;
No caso de produtor rural pessoa física, isenção de IBS e CBS vale para quem tem receita anual de até R$ 2 milhões. O produtor que recebe menos que esse valor por ano poderá repassar crédito presumido (tipo de compensação tributária) aos compradores de seus produtos;
Serviços prestados por Instituição Científica, Tecnológica e de Inovação (ICT) sem fins lucrativos;
Compra de automóveis por taxistas e pessoas com deficiência e autismo;
Compra de medicamentos e dispositivos médicos pela Administração Pública e por entidades de assistência social sem fins lucrativos;
Reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística;
Compras governamentais: isenção, caso seja admitida a manutenção de créditos tributários de operações anteriores; repasse integral da arrecadação do IBS e da CBS recolhida."
https://conteudos.xpi.com.br/economia/reforma-tributaria-o-que-muda,XP Investimentos,Perguntas e Respostas,06/05/2024,,A reforma será positiva para a economia?  ,"O fim das distorções causadas pelo atual sistema tributário deve impactar positivamente a produtividade e o crescimento do Brasil. Esses ganhos decorrem da melhora em indicadores como conformidade tributária, nível de exigências administrativas e redução de litigiosidade, que convergiriam para os padrões observados em países semelhantes ao Brasil. Os estudos realizados até o momento convergem em mostrar que o crescimento potencial deve se elevar. Em geral, as estimativas variam de 12% (0,76% ao ano) a até 22% (1,22%) em 15 anos, considerando-se apenas os efeitos diretos da mudança.  
Embora positivos, esses efeitos só devem ser verificados em prazos mais longos, uma vez que as mudanças devem ocorrer de forma gradual e seus efeitos tentem a ser menores em um primeiro momento e crescer ao longo do tempo. "
https://conteudos.xpi.com.br/economia/reforma-tributaria-o-que-muda,XP Investimentos,Perguntas e Respostas,06/05/2024,,Quais as principais mudanças para o consumidor? ,"Com uma longa lista de exceções e de alíquotas especiais, o novo sistema tributário terá impactos variados conforme o setor da economia. Além disso, haverá medidas que garantam a progressividade na tributação de alguns tipos de patrimônio."
https://conteudos.xpi.com.br/economia/reforma-tributaria-o-que-muda,XP Investimentos,Perguntas e Respostas,06/05/2024,,Mudanças na Cesta básica ,Cesta básica: O valor da cesta básica deve ter diminuição quando uma lei complementar definir uma lista nacional de produtos que terão alíquota zero. Ainda não se sabe o impacto final sobre os preços. 
https://conteudos.xpi.com.br/economia/reforma-tributaria-o-que-muda,XP Investimentos,Perguntas e Respostas,06/05/2024,,Remédios e Medicamentos,"Remédios .O texto prevê a alíquota reduzida em 60% para medicamentos e produtos de cuidados básicos à saúde menstrual. Medicamentos usados para o tratamento de doenças graves, como câncer têm previsão de alíquota zero. "
https://conteudos.xpi.com.br/economia/reforma-tributaria-o-que-muda,XP Investimentos,Perguntas e Respostas,06/05/2024,,Combustíveis,"Combustíveis: A reforma tributária estabelece um regime de tratamento diferenciado para combustíveis e lubrificantes. A cobrança será monofásica (em uma única etapa da cadeia), com alíquotas uniformes e possibilidade de concessão de crédito para contribuinte.  "
https://conteudos.xpi.com.br/economia/reforma-tributaria-o-que-muda,XP Investimentos,Perguntas e Respostas,06/05/2024,,Veículos,"A cobrança de Imposto sobre a Propriedade de Veículos Automotores (IPVA) passará a incidir sobre veículos aquáticos e aéreos, como jatos, helicópteros, iates e motos aquáticas. A reforma também estabelece que o imposto será progressivo, conforme o impacto ambiental do veículo, ou seja: quem polui mais paga mais.   Durante as negociações para a reforma tributária, no entanto, foi criada uma lista de exceção para evitar a cobrança sobre veículos usados para a agricultura e para serviços. A relação abrange aeronaves agrícolas e certificadas para prestar serviços aéreos a terceiros; embarcações de pessoa jurídica com outorga de serviços de transporte aquaviário; embarcações de pessoa física ou jurídica que pratique pesca industrial, artesanal, científica ou de subsistência; plataformas que se locomovam na água sem reboques (como navio-sonda ou navio-plataforma) e tratores e máquinas agrícolas. "
https://conteudos.xpi.com.br/economia/reforma-tributaria-o-que-muda,XP Investimentos,Perguntas e Respostas,06/05/2024,,Serviços,"A reforma tributária poderá impactar os preços dos serviços. Isso porque o setor, sem cadeia produtiva longa, se beneficiará menos de créditos tributários. Entretanto, como a maior parte dos serviços aos consumidores finais se enquadra no Simples Nacional, não deve haver mudanças.  
Alguns tipos de serviço também terão regimes tributários específicos: serviços de transporte coletivo, de hotelaria, parques de diversão e parques temáticos, restaurantes, agências de viagem e missões diplomáticas.
Serviços financeiros, seguros, operações com bens imóveis, cooperativas, planos de assistência à saúde e apostas terão alíquotas específicas, tratamento diferenciado nas regras de creditamento (aproveitamento de créditos tributários) e na base de cálculo; e tributação com base na receita ou no faturamento (em vez do valor adicionado na cadeia)."
https://conteudos.xpi.com.br/economia/reforma-tributaria-o-que-muda,XP Investimentos,Perguntas e Respostas,06/05/2024,,Herança e doação,"A reforma prevê progressividade do Imposto de Transmissão Causa Mortis e Doação (ITCMD). A alíquota subirá conforme o valor da transmissão. Além disso, o texto inclui cobrança sobre heranças no exterior e isenção de ITCMD sobre transmissões para entidades sem fins lucrativos com finalidade de relevância pública e social, inclusive as organizações assistenciais e beneficentes de entidades religiosas e institutos científicos e tecnológicos."
https://conteudos.xpi.com.br/economia/reforma-tributaria-o-que-muda,XP Investimentos,Perguntas e Respostas,06/05/2024,,O que a reforma tributária muda no juros sobre o capital próprio (JCP) ?,"A discussão sobre juros sobre o capital próprio (JCP) não está no texto atual. A pauta foi tratada durante a discussão da MP nº 1185/2023. Entre as principais mudanças, o texto prevê retirar do cálculo da remuneração:
o capital social que não for integralizado (ou seja, o que não está efetivamente na empresa, mas apenas no papel);
as variações positivas no patrimônio líquido decorrentes de atos societários entre partes dependentes, que não envolvam efetivo ingresso de ativos à pessoa jurídica, com aumento patrimonial em caráter definitivo, independentemente do disposto nas normas contábeis; e
reservas de capital formadas com lucro líquido decorrente de doações ou subvenções governamentais para investimentos.
Ainda sobre a reserva de capital, só valerão para fins de cálculo do JCP as reservas constituídas pelo ágio entre o preço de emissão das ações e o valor nominal ou aquelas formadas na constituição da companhia se o valor nominal não for fixado."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Fato Gerador,"O IBS e a CBS incidem sobre todas as operações onerosas que tenham por objeto bens e serviços. As
operações sobre as quais incidem o IBS e a CBS compreendem o fornecimento de bens e serviços e
podem decorrer de qualquer ato ou negócio jurídico."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Fato Gerador,"Para fins de segurança jurídica quanto à
abrangência da incidência do IBS e da CBS, o PLP 68/2024 incluiu o seguinte rol exemplificativo dos
atos e negócios jurídicos que têm por objeto o fornecimento de bens ou de serviços e que, portanto,
ficarão sujeitos ao IBS e à CBS:
alienação, inclusive compra e venda, troca ou permuta e dação em pagamento;
locação;
licenciamento, concessão, cessão;
empréstimo;
doação onerosa;
instituição onerosa de direitos reais;
arrendamento, inclusive mercantil; e
prestação de serviços. "
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Fato Gerador,"Conforme previsto pela EC 32/2023, o PLP 68/2024 define operação com serviço como qualquer
operação que não seja classificada como operação com bem. Assim, todo fornecimento que não tenha
por objeto um bem material ou imaterial, inclusive direito, será considerado como uma operação com
serviço. "
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Fato Gerador,"O IBS e a CBS também incidem sobre determinadas operações não onerosas, ou realizadas a valor
inferior ao de mercado, como o fornecimento de bens e serviços para uso e consumo pessoal do
próprio contribuinte, se pessoa física, ou de empregados e administradores do contribuinte, quando
este não for pessoa física. São considerados bens e serviços fornecidos para uso e consumo pessoal,
a disponibilização de bens imóveis, de veículos e de equipamentos de comunicação, serviços de
comunicação, planos de assistência à saúde, educação, alimentação e bebidas e seguros. Não são
considerados bens e serviços de uso e consumo pessoal aqueles utilizados exclusivamente na
atividade econômica do contribuinte e os critérios para esta determinação serão estabelecidos em
regulamento. "
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Fato Gerador,"Além das imunidades constitucionais, não há incidência sobre os serviços prestados por pessoas físicas
na qualidade de empregados, administradores ou membros de conselhos e comitês de
assessoramento previstos em lei. A transferência de bens entre estabelecimentos do contribuinte
também não sofre a incidência dos tributos. O IBS e a CBS não incidem sobre a transmissão de
participação societária, assim como sobre a transmissão de bens em decorrência de fusão, cisão e
incorporação e de integralização e devolução de capital. Os rendimentos financeiros, as operações
com títulos ou valores mobiliários e o recebimento de dividendos e demais resultados de participações
societárias não sofrem incidência do IBS e da CBS, com exceção do disposto no regime específico de
serviços financeiros. Entretanto, o IBS e a CBS poderão incidir sobre arranjos envolvendo uma
combinação de atos e negócios jurídicos caso constituam, na essência, uma operação onerosa com
bem ou com serviço (regra anti-abuso). "
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Momento de ocorrência do Fato Gerador,"O momento de ocorrência do fato gerador do IBS e da CBS é, como regra geral, o momento do
fornecimento ou do pagamento, o que ocorrer primeiro. O fato gerador ocorre no momento em que
o pagamento se torna devido nas operações com água tratada, saneamento, gás encanado, serviços
de comunicação e energia elétrica e naquelas de execução continuada ou fracionada em que não seja
possível identificar o momento de entrega ou disponibilização do bem ou do término da prestação do
serviço. Considera-se ocorrido o fornecimento no momento do início do transporte, na prestação de
serviço de transporte iniciado no País, e do término da prestação, nos demais serviços."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Local da operação ,"O local de ocorrência do Fato Gerador é importante pois define o destino da operação para fins de
determinação da alíquota aplicável e da distribuição do produto da arrecadação do IBS."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Local da operação ,"Quando o objeto do fornecimento for: Bem móvel material, o Local da Operação considerado será:  Local da entrega ou disponibilização do bem ao destinatário."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Local da operação ,"Quando o objeto do fornecimento for: Bem imóvel, bem móvel imaterial, inclusive direito, relacionado a bem imóvel e serviço prestado sobre bem imóvel , o Local da Operação considerado será:  Local onde o imóvel estiver situado."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Local da operação ,"Quando o objeto do fornecimento for: Serviço prestado fisicamente sobre a pessoa física ou fruído presencialmente por pessoa física , o Local da Operação considerado será:  Local da prestação do serviço."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Local da operação ,"Quando o objeto do fornecimento for: Serviço de planejamento, organização e administração de feiras, exposições, congressos, espetáculos, exibições e congêneres , o Local da Operação considerado será:  Local do evento a que se refere o serviço."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Local da operação ,"Quando o objeto do fornecimento for: Serviço prestado sobre bem móvel material, o Local da Operação considerado será:  Local da prestação do serviço."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Local da operação ,"Quando o objeto do fornecimento for: Serviço de transporte de passageiros, o Local da Operação considerado será:  Local de início do transporte."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Local da operação ,"Quando o objeto do fornecimento for: Serviço de transporte de carga, o Local da Operação considerado será:  Local da entrega ou disponibilização do bem ao destinatário."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Local da operação ,"Quando o objeto do fornecimento for: Serviço de exploração de rodovia mediante cobrança de preço ou pedágio , o Local da Operação considerado será:  O território de cada Município e Estado, ou do Distrito Federal, proporcionalmente à correspondente extensão de rodovia explorada."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Local da operação ,"Quando o objeto do fornecimento for: Serviço de comunicação em que há transmissão por meio físico , o Local da Operação considerado será:  Local da recepção dos serviços."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Local da operação ,"Quando o objeto do fornecimento for: Demais serviços e demais bens móveis imateriais, inclusive direitos , o Local da Operação considerado será:  Local do domicílio principal do destinatário."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Local da operação ,"O PLP 68/2024 definiu que o local do domicílio principal do destinatário como o local constante dos
cadastros de pessoas físicas e jurídicas e das entidades sem personalidade jurídica. O cadastro deverá
considerar, para as pessoas físicas, o local da sua habitação permanente ou, na hipótese de
inexistência ou de mais de uma habitação permanente, o local onde as suas relações econômicas
forem mais relevantes. No caso das pessoas jurídicas e entidades sem personalidade jurídica, o local
do domicílio principal deverá ser o local de cada estabelecimento para o qual seja fornecido bem
móvel imaterial, inclusive direito, ou serviço. "
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Local da operação ,"Nas aquisições de bem móvel imaterial, inclusive direito, ou serviço realizadas de forma centralizada
por contribuinte sujeito ao regime regular do IBS e da CBS que possui mais de um estabelecimento,
desde que não estejam sujeitas a vedação à apropriação de créditos, considera-se como domicílio
principal o local do estabelecimento principal do adquirente, entendido como o local onde as suas
relações econômicas são mais relevantes. Prevê-se, ainda, uma lista de critérios específicos para
definição do local do domicílio principal na hipótese em que o destinatário não esteja regularmente
cadastrado"
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Base de cálculo,"A base de cálculo do IBS e da CBS é o valor da operação, que compreende o valor integral cobrado
pelo fornecedor a qualquer título, incluindo: acréscimos decorrentes de ajuste do valor da operação,
juros, multas, acréscimos e encargos, descontos concedidos sob condição, o valor do transporte
cobrado como parte do valor da operação, tributos e preços públicos, inclusive tarifas, exceto aqueles
expressamente excluídos, e todas as demais importâncias cobradas ou recebidas como parte do valor
da operação, inclusive seguros e taxas. "
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Base de cálculo,"O PLP 68/2024 determina a exclusão da base de cálculo do montante do próprio IBS e da CBS, do IPI,
dos descontos incondicionais, e de reembolsos ou ressarcimentos recebidos por valores pagos
relativos a operações por conta e ordem ou em nome de terceiros, desde que a documentação fiscal
relativa a essas operações seja emitida em nome do terceiro. Durante o período de transição, de 1º
de janeiro de 2026 a 31 de dezembro de 2032, também são excluídos da base de cálculo do IBS e da
CBS o montante do ISS, ICMS, PIS e COFINS. "
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Base de cálculo,"Em alguns casos, a base de cálculo corresponderá ao valor de mercado dos bens ou serviços,
entendido como o valor praticado em operações comparáveis entre partes não relacionadas. O valor
de mercado será aplicado quando a operação não tiver valor, o valor for indeterminado ou não
representado em dinheiro, ou quando se tratar de operação entre partes relacionadas. "
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Alíquotas,"As alíquotas da CBS e do IBS serão fixadas por lei específica dos respectivos entes e cada ente
individualmente fixará a sua própria alíquota, que deverá ser a mesma para todas as operações com
bens e serviços ocorridas naquela localidade, salvo se submetidos a regimes diferenciados ou
específicos. Ao fixar sua alíquota própria, cada ente da federação poderá:
vinculá-la à alíquota de referência da respectiva esfera da federação, por meio de acréscimo
ou decréscimo à alíquota de referência em pontos percentuais, ou
defini-la sem vinculação à alíquota de referência da respectiva esfera da federação. "
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Alíquotas,"Caso o ente não estabeleça a sua alíquota por meio de lei específica, será aplicada a alíquota de referência da respectiva esfera da federação."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Alíquotas,"A alíquota do IBS aplicada em cada operação corresponderá à soma das alíquotas do Estado e do Município, ou do Distrito Federal, de destino da operação, determinado conforme as regras de local da operação."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Sujeitos Passivos. Contribuintes.,"O contribuinte do IBS e da CBS é o fornecedor que realiza operações:
no desenvolvimento de atividade econômica; ou
de modo habitual ou em volume que caracterize atividade econômica; ou
de forma profissional, ainda que a profissão não seja regulamentada. "
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Sujeitos Passivos. Contribuintes.,"É também contribuinte aquele que, mesmo não cumprindo esses requisitos, esteja previsto
expressamente em outras hipóteses do PLP 68/2024. O PLP 68/2024 também determina que é
contribuinte do IBS e da CBS e obrigado a se inscrever no regime regular o fornecedor residente ou
domiciliado no exterior com relação às operações ocorridas no País. "
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Sujeitos Passivos. Contribuintes.,"O contribuinte é obrigado a se inscrever nos cadastros relativos ao IBS e à CBS. Além disso, o contribuinte fica sujeito ao regime regular do IBS e da CBS, salvo se realizar a opção pelo Regime Especial Unificado de Arrecadação de Tributos e Contribuições devidos pelas Microempresas e Empresas de Pequeno Porte – Simples Nacional ou pelo regime de Microempreendedor Individual – MEI, de que trata a Lei Complementar nº 123, de 14 de dezembro de 2006. O regime regular do IBS e da CBS compreende não somente as operações submetidas às regras gerais de incidência do IBS e da CBS, mas também aquelas aplicáveis aos regimes diferenciados e específicos. Os contribuintes optantes pelo Simples Nacional ou pelo MEI ficam sujeitos às regras desses regimes."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Sujeitos Passivos. Contribuintes.,"O PLP 68/2024 determina que os condomínios edilícios, consórcios e sociedades em conta de participação não são contribuintes do IBS e da CBS. Essas entidades sem personalidade jurídica poderão, opcionalmente, se inscrever como contribuintes."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Sujeitos Passivos. Responsáveis.,"As plataformas digitais, ainda que domiciliadas no exterior, são responsáveis pelo recolhimento do IBS e da CBS relativos às operações realizadas por seu intermédio. A responsabilidade será em substituição ao fornecedor, caso este seja residente ou domiciliado no exterior. Neste caso, o fornecedor estrangeiro fica dispensado da inscrição nos cadastros do IBS e da CBS caso realize operações exclusivamente por meio de plataforma digital. Já nos casos em que o fornecedor é contribuinte residente ou domiciliado no País, a plataforma será responsável solidária com o fornecedor, caso este não seja inscrito para o IBS e a CBS ou não registre a operação em documento fiscal eletrônico."
https://www.gov.br/fazenda/pt-br/acesso-a-informacao/acoes-e-programas/reforma-tributaria/regulamentacao-da-reforma-tributaria/lei-geral-do-ibs-da-cbs-e-do-imposto-seletivo/resumos-tecnicos/plp-68-2024_resumo-ibs-e-cbs-sobre-operacoes.pdf,Ministério da Fazenda,Resumo - IBS e CBS sobre operações,,PLP 68/2024,Sujeitos Passivos. Responsáveis.,"O PLP 68/2024 define plataforma digital como aquela que atua como intermediária entre
fornecedores e adquirentes nas operações, realizadas de forma não presencial ou por meio eletrônico,
e controla um ou mais dos seguintes elementos essenciais à operação, tais como cobrança,
pagamento, definição dos termos e condições ou entrega. Não é considerada plataforma digital
aquela que executa somente fornecimento de acesso à internet, processamento de pagamentos,
publicidade ou busca ou comparação de fornecedores, desde que não cobre pelo serviço com base
nas vendas realizadas. "
