cod_tuss,desc_procediemento,rol_ans,subgrupo,grupo,capitulo
40103072,Audiometria tonal limiar com testes de discriminação,AUDIOMETRIA TONAL LIMIAR,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103080,Audiometria tonal limiar infantil condicionada (qualquer técnica) - Peep-show,AUDIOMETRIA TONAL LIMIAR CONDICIONADA,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103099,Audiometria vocal - pesquisa de limiar de discriminação,AUDIOMETRIA VOCAL - PESQUISA DE LIMIAR DE DISCRIMINAÇÃO/INTELIGIBILIDADE (LOGOAUDIOMETRIA),SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103102,Audiometria vocal - pesquisa de limiar de inteligibilidade,AUDIOMETRIA VOCAL - PESQUISA DE LIMIAR DE DISCRIMINAÇÃO/INTELIGIBILIDADE (LOGOAUDIOMETRIA),SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103110,"Audiometria vocal com mensagem competitiva (SSI, SSW)",AUDIOMETRIA VOCAL COM MENSAGEM COMPETITIVA (COM DIRETRIZ DE UTILIZAÇÃO),SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103129,"Avaliação neurofisiológica da função sexual (inclui eletroneuromiografia de MMII, RBC, NCDP, PEGC)",---,---,---,---
40103137,Campimetria computadorizada - monocular,CAMPIMETRIA MANUAL OU COMPUTADORIZADA,PROCEDIMENTOS,EXAMES ESPECÍFICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103145,Variação de contingente negativo (PE/Tardio),---,---,---,---
40103153,Craniocorporografia,---,---,---,---
40103161,Decay do reflexo estapédico,IMPEDANCIOMETRIA (MEDIDAS DE IMITÂNCIA ACÚSTICA),SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103170,EEG de rotina,"ELETROENCEFALOGRAMA DE ROTINA, VIGÍLIA OU SONO, HIPERVENTILAÇÃO, FOTOESTIMULAÇÃO, ANALÓGICO OU DIGITAL (EEG/R)",SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103188,EEG intra-operatório para monitorização cirúrgica (EEG/IO) - por hora de monitorização,EEG INTRA-OPERATÓRIO PARA MONITORIZAÇÃO CIRÚRGICA NÃO NEUROLÓGICA (EEG/IO),SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103196,EEGQ quantitativo (mapeamento cerebral),ELETROENCEFALOGRAMA DIGITAL QUANTITATIVO (MAPEAMENTO CEREBRAL) COM OU SEM ANÁLISE DE COERÊNCIA,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103200,"Eletrencefalograma especial: terapia intensiva, morte encefálica, EEG prolongado (até 2 horas)","ELETROENCEFALOGRAMA ESPECIAL: TERAPIA INTENSIVA, MORTE CEREBRAL, SONO, SEDAÇÃO, EEG PROLONGADO",SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103234,"Eletrencefalograma em vigília, e sono espontâneo ou induzido","ELETROENCEFALOGRAMA DE ROTINA, VIGÍLIA OU SONO, HIPERVENTILAÇÃO, FOTOESTIMULAÇÃO, ANALÓGICO OU DIGITAL (EEG/R)",SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103242,Eletro-oculografia - monocular,ELETRO-OCULOGRAFIA,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103250,Eletro-retinografia - monocular,ELETRO-RETINOGRAFIA,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103269,Eletrococleografia (Ecochg),ELETROCOCLEOGRAFIA (ECOCHG),SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103277,Eletrocorticografia intra-operatória (ECOG) - por hora de monitorização,ELETROCORTICOGRAFIA INTRA-OPERATÓRIA (ECOG),SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103285,Eletroglotografia,ELETROGLOTOGRAFIA,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103307,Eletroneuromiografia (velocidade de condução) testes de estímulos para paralisia facial,ELETRONEUROMIOGRAFIA DE QUALQUER SEGMENTO COM OU SEM REGISTRO DE MOVIMENTO INVOLUNTÁRIO,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103315,Eletroneuromiografia de MMII,ELETRONEUROMIOGRAFIA DE QUALQUER SEGMENTO COM OU SEM REGISTRO DE MOVIMENTO INVOLUNTÁRIO,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103323,Eletroneuromiografia de MMSS,ELETRONEUROMIOGRAFIA DE QUALQUER SEGMENTO COM OU SEM REGISTRO DE MOVIMENTO INVOLUNTÁRIO,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103331,Eletroneuromiografia de MMSS e MMII,ELETRONEUROMIOGRAFIA DE QUALQUER SEGMENTO COM OU SEM REGISTRO DE MOVIMENTO INVOLUNTÁRIO,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103340,Eletroneuromiografia de segmento complementar,ELETRONEUROMIOGRAFIA DE QUALQUER SEGMENTO COM OU SEM REGISTRO DE MOVIMENTO INVOLUNTÁRIO,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103358,Eletroneuromiografia de segmento especial,ELETRONEUROMIOGRAFIA DE QUALQUER SEGMENTO COM OU SEM REGISTRO DE MOVIMENTO INVOLUNTÁRIO,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103366,Eletroneuromiografia genitoperineal,ELETRONEUROMIOGRAFIA GENITOPERINEAL,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103374,EMG com registro de movimento involuntário (teste dinâmico de escrita; estudo funcional de tremores),ELETRONEUROMIOGRAFIA DE QUALQUER SEGMENTO COM OU SEM REGISTRO DE MOVIMENTO INVOLUNTÁRIO,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103382,EMG para monitoração de quimodenervação (por sessão),EMG PARA MONITORAÇÃO DE QUIMODENERVAÇÃO,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103390,EMG quantitativa ou EMG de fibra única,EMG QUANTITATIVA OU EMG DE FIBRA ÚNICA,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103404,Espectrografia vocal,ESPECTROGRAFIA VOCAL,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103412,Gustometria,GUSTOMETRIA,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103420,Imitanciometria de alta frequência,---,---,---,---
40103439,Impedanciometria - timpanometria,IMPEDANCIOMETRIA (MEDIDAS DE IMITÂNCIA ACÚSTICA),SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103447,Método de Proetz (por sessão),MÉTODO DE PROETZ,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103455,Otoemissões acústicas produto de distorção,EMISSÕES OTOACÚSTICAS EVOCADAS (TRANSIENTES OU PRODUTO DE DISTORÇÃO) - TESTE DA ORELHINHA,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103463,Otoemissões evocadas transientes,EMISSÕES OTOACÚSTICAS EVOCADAS (TRANSIENTES OU PRODUTO DE DISTORÇÃO) - TESTE DA ORELHINHA,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103471,Perimetria com scanning laser ophthalmoscope - monocular,---,---,---,---
40103480,Pesquisa de pares cranianos relacionados com o VIII PAR,PESQUISA DE PARES CRANIANOS RELACIONADOS COM O VIII PAR,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103498,Potencial evocado auditivo de tronco cerebral (PEA-TC),PESQUISA DE POTENCIAIS EVOCADOS AUDITIVOS DE TRONCO CEREBRAL (BERA),SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103501,Pesquisa do fenômeno de Tullio,PESQUISA DO FENÔMENO DE TULLIO,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103510,Poligrafia de recém-nascido (maior ou igual 2 horas) (PG/RN),POLIGRAFIA DE RECÉM-NASCIDO (PG/RN),SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103528,Polissonografia de noite inteira (PSG) (inclui polissonogramas),POLISSONOGRAFIA COM EEG DE NOITE INTEIRA COM OU SEM TESTE DE CPAP/BIPAP NASAL (INCLUI POLISSONOGRAMAS),SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103536,Polissonograma com EEG de noite inteira,POLISSONOGRAFIA COM EEG DE NOITE INTEIRA COM OU SEM TESTE DE CPAP/BIPAP NASAL (INCLUI POLISSONOGRAMAS),SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103544,Polissonograma com teste de CPAP/BIPAP nasal,POLISSONOGRAFIA COM EEG DE NOITE INTEIRA COM OU SEM TESTE DE CPAP/BIPAP NASAL (INCLUI POLISSONOGRAMAS),SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103552,Posturografia,---,---,---,---
40103560,Potencial evocado - P300,POTENCIAL EVOCADO P300,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103579,Potencial evocado auditivo de média latência (PEA-ML) bilateral,POTENCIAL EVOCADO AUDITIVO DE MÉDIA LATÊNCIA (PEA-ML),SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103587,Potencial somato-sensitivo para localização funcional da área central (monitorização por hora) até 3 horas,POTENCIAL SOMATO-SENSITIVO PARA LOCALIZAÇÃO FUNCIONAL DA ÁREA CENTRAL,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103595,Potencial evocado gênito-cortical (PEGC),POTENCIAL EVOCADO GÊNITO-CORTICAL (PEGC),SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103609,Potencial evocado motor - PEM (bilateral),POTENCIAL EVOCADO MOTOR - PEM,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103617,Potencial evocado somato-sensitivo - membros inferiores (PESS),POTENCIAL EVOCADO SOMATO-SENSITIVO - MEMBROS INFERIORES E SUPERIORES (PESS),SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103625,Potencial evocado somato-sensitivo - membros superiores (PESS),POTENCIAL EVOCADO SOMATO-SENSITIVO - MEMBROS INFERIORES E SUPERIORES (PESS),SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103633,Potencial evocado visual (PEV),POTENCIAL VISUAL EVOCADO (PEV),SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103641,Provas de função tubária,PROVAS DE FUNÇÃO TUBÁRIA,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103650,Registro do nistagmo pendular,"TESTES VESTIBULARES ( COM OU SEM PROVA CALÓRICA, COM OU SEM ELETRONISTAGMOGRAFIA)",PROCEDIMENTOS,EXAMES ESPECÍFICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103650,Registro do nistagmo pendular,"TESTES VESTIBULARES, COM VECTO-ELETRONISTAGMOGRAFIA, COM OU SEM PROVAS CALÓRICAS",PROCEDIMENTOS,EXAMES ESPECÍFICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103668,Rinomanometria computadorizada,RINOMANOMETRIA,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103676,Rinometria acústica,---,---,---,---
40103684,Reflexo cutâneo-simpático,---,---,---,---
40103714,Teste de estimulação repetitiva (um ou mais músculos),ELETRONEUROMIOGRAFIA DE QUALQUER SEGMENTO COM OU SEM REGISTRO DE MOVIMENTO INVOLUNTÁRIO,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103722,Teste de fístula perilinfática com eletronistagmografia,"TESTES VESTIBULARES ( COM OU SEM PROVA CALÓRICA, COM OU SEM ELETRONISTAGMOGRAFIA)",PROCEDIMENTOS,EXAMES ESPECÍFICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103722,Teste de fístula perilinfática com eletronistagmografia,"TESTES VESTIBULARES, COM VECTO-ELETRONISTAGMOGRAFIA, COM OU SEM PROVAS CALÓRICAS",PROCEDIMENTOS,EXAMES ESPECÍFICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103730,Teste de latências múltiplas de sono (TLMS) diurno pós PSG,TESTE DE LATÊNCIAS MÚLTIPLAS DE SONO (TLMS),SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103749,Vectoeletronistagmografia - computadorizada,"TESTES VESTIBULARES, COM VECTO-ELETRONISTAGMOGRAFIA, COM OU SEM PROVAS CALÓRICAS",PROCEDIMENTOS,EXAMES ESPECÍFICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103757,Vídeo-eletrencefalografia contínua não invasiva - 12 horas (vídeo EEG/NT),VÍDEO-ELETROENCEFALOGRAFIA CONTÍNUA NÃO INVASIVA (VÍDEO EEG/NT),SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103765,Videonistagmografia infravermelha,---,---,---,---
40103781,Audiometria ocupacional ou de seleção,---,---,---,---
40103790,Audiometrias de altas frequências,---,---,---,---
40103803,Avaliação da função auditiva central,AVALIAÇÃO DO PROCESSAMENTO AUDITIVO CENTRAL (COM DIRETRIZ DE UTILIZAÇÃO),SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103811,Eletrodiagnóstico,---,---,---,---
40103820,Pesquisa do nistagmo optocinético,"TESTES VESTIBULARES ( COM OU SEM PROVA CALÓRICA, COM OU SEM ELETRONISTAGMOGRAFIA)",PROCEDIMENTOS,EXAMES ESPECÍFICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103820,Pesquisa do nistagmo optocinético,"TESTES VESTIBULARES, COM VECTO-ELETRONISTAGMOGRAFIA, COM OU SEM PROVAS CALÓRICAS",PROCEDIMENTOS,EXAMES ESPECÍFICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103838,Prova de Doerfler-Stewart,---,---,---,---
40103846,Prova de Stenger,---,---,---,---
40103854,Teste de Fowler,---,---,---,---
40103862,Eletroencefalograma com eletrodos especiais,"ELETROENCEFALOGRAMA ESPECIAL: TERAPIA INTENSIVA, MORTE CEREBRAL, SONO, SEDAÇÃO, EEG PROLONGADO",SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103862,Eletroencefalograma com eletrodos especiais,"ELETROENCEFALOGRAMA DE ROTINA, VIGÍLIA OU SONO, HIPERVENTILAÇÃO, FOTOESTIMULAÇÃO, ANALÓGICO OU DIGITAL (EEG/R)",SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103862,Eletroencefalograma com eletrodos especiais,ELETROENCEFALOGRAMA DIGITAL QUANTITATIVO (MAPEAMENTO CEREBRAL) COM OU SEM ANÁLISE DE COERÊNCIA,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103870,Potencial evocado do nervo trigêmeo,POTENCIAL EVOCADO INTRA-OPERATÓRIO - MONITORIZAÇÃO CIRÚRGICA (PE/IO),MONITORIZAÇÕES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
40103889,Processamento auditivo central infantil (de 3 a 7 anos),AVALIAÇÃO DO PROCESSAMENTO AUDITIVO CENTRAL (COM DIRETRIZ DE UTILIZAÇÃO),SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40103897,Processamento auditivo central (a partir dos 7 anos e adulto),AVALIAÇÃO DO PROCESSAMENTO AUDITIVO CENTRAL (COM DIRETRIZ DE UTILIZAÇÃO),SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40104010,Avaliação muscular por dinamometria computadorizada (isocinética) - por articulação,AVALIAÇÃO MUSCULAR POR DINAMOMETRIA COMPUTADORIZADA (ISOCINÉTICA),EXAMES ÓSTEO - MÚSCULO - ARTICULARES,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40104028,Cronaximetria,ELETRONEUROMIOGRAFIA DE QUALQUER SEGMENTO COM OU SEM REGISTRO DE MOVIMENTO INVOLUNTÁRIO,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40104036,Curva I/T - medida de latência de nervo periférico,CURVA I/T - MEDIDA DE LATÊNCIA DE NERVO PERIFÉRICO,EXAMES ÓSTEO - MÚSCULO - ARTICULARES,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40104044,"Ergotonometria músculo-esquelético (tetra, paraparesia e hemiparesia)",---,---,---,---
40104125,Sistema tridimensional de avaliação do movimento que inclui vídeo acoplado à plataforma da força e eletromiografia,SISTEMA TRIDIMENSIONAL DE AVALIAÇÃO DO MOVIMENTO QUE INCLUI VÍDEO ACOPLADO À PLATAFORMA DA FORÇA E ELETROMIOGRAFIA,EXAMES ÓSTEO - MÚSCULO - ARTICULARES,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40105016,Determinação das pressões respiratórias máximas,DETERMINAÇÃO DAS PRESSÕES RESPIRATÓRIAS MÁXIMAS,FUNÇÃO RESPIRATÓRIA,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40105024,Determinação dos volumes pulmonares por diluição de gases,DETERMINAÇÃO DOS VOLUMES PULMONARES POR PLETISMOGRAFIA OU POR DILUIÇÃO DE GASES,FUNÇÃO RESPIRATÓRIA,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40105032,Determinação dos volumes pulmonares por pletismografia,DETERMINAÇÃO DOS VOLUMES PULMONARES POR PLETISMOGRAFIA OU POR DILUIÇÃO DE GASES,FUNÇÃO RESPIRATÓRIA,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40105040,Medida da difusão do monóxido de carbono,MEDIDA DA DIFUSÃO DO MONÓXIDO DE CARBONO,FUNÇÃO RESPIRATÓRIA,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40105059,Medida de pico de fluxo expiratório,MEDIDA DE PICO DE FLUXO EXPIRATÓRIO,FUNÇÃO RESPIRATÓRIA,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40105067,Medida seriada por 3 semanas do pico de fluxo expiratório,MEDIDA DE PICO DE FLUXO EXPIRATÓRIO,FUNÇÃO RESPIRATÓRIA,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40105075,Prova de função pulmonar completa (ou espirometria),ESPIROMETRIA FORÇADA - VOLUMES E FLUXOS MÁXIMOS (COM/SEM BD),PROCEDIMENTOS,EXAMES ESPECÍFICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40105075,Prova de função pulmonar completa (ou espirometria),PROVA DE FUNÇÃO PULMONAR COMPLETA (OU ESPIROMETRIA),FUNÇÃO RESPIRATÓRIA,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40105083,Resistência das vias aéreas por oscilometria,OSCILOMETRIA,SISTEMA NERVOSO,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40105083,Resistência das vias aéreas por oscilometria,RESISTÊNCIA DAS VIAS AÉREAS POR OSCILOMETRIA,FUNÇÃO RESPIRATÓRIA,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40105091,Resistência das vias aéreas por pletismografia,RESISTÊNCIA DAS VIAS AÉREAS POR PLETISMOGRAFIA,FUNÇÃO RESPIRATÓRIA,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40105105,Espirografia Simples - capacidade vital lenta,---,---,---,---
40105113,Regulação ventilatória - 1) medida de ventilação e do padrão ventilatório,---,---,---,---
40105121,Regulação ventilatória - 2) determinação da pressão de oclusão,---,---,---,---
40105130,Regulação ventilatória - 3) resposta a hipoxia e hipercapnia,---,---,---,---
40105148,Espirometria,PROVA DE FUNÇÃO PULMONAR COMPLETA (OU ESPIROMETRIA),FUNÇÃO RESPIRATÓRIA,ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201015,Amnioscopia,AMNIOSCOPIA,ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA,ENDOSCÓPICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40201023,Anuscopia (interna e externa),"COLPOSCOPIA, VULVOSCOPIA, PENISCOPIA, ANUSCOPIA",PROCEDIMENTOS,EXAMES ESPECÍFICOS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
